type,client,tx,amount
withdrawal,19,3303,57.7028
deposit,11,3304,426.6049
deposit,10,3305,290.4965
deposit,13,3306,129.9589
deposit,1,3307,3.8122
deposit,8,3308,483.9194
deposit,3,3309,7.8895
withdrawal,19,3310,295.0902
deposit,5,3311,15.7420
withdrawal,19,3312,364.1274
deposit,1,3313,13.7787
deposit,20,3314,429.6153
dispute,13,643
withdrawal,9,3316,6.4629
dispute,7,3123
deposit,9,3318,158.8836
deposit,13,3319,86.4355
deposit,19,3320,233.4913
deposit,8,3321,393.7691
deposit,6,3322,87.4193
deposit,8,3323,207.0557
deposit,7,3324,151.5684
deposit,11,3325,316.4270
deposit,12,3326,114.0193
deposit,2,3327,3.1006
resolve,18,1560
resolve,8,371
deposit,2,3330,1.7305
withdrawal,9,3331,332.4216
deposit,10,3332,199.1281
deposit,2,3333,45.4572
resolve,6,578
resolve,20,2175
deposit,5,3336,43.6292
resolve,14,594
deposit,2,3338,39.2040
deposit,2,3339,38.5485
deposit,14,3340,221.1133
deposit,18,3341,402.9556
withdrawal,6,3342,140.6969
dispute,17,2193
resolve,9,1925
deposit,7,3345,236.7774
dispute,8,1531
resolve,13,643
deposit,7,3348,341.7362
resolve,6,2055
deposit,2,3350,27.4779
deposit,19,3351,487.2828
deposit,4,3352,12.1420
resolve,17,2193
dispute,18,3235
resolve,20,992
deposit,13,3356,349.5461
deposit,9,3357,417.6038
resolve,7,3123
deposit,4,3359,20.0246
deposit,1,3360,36.7908
deposit,8,3361,123.6419
deposit,14,3362,565.1095
deposit,2,3363,23.3550
withdrawal,9,3364,34.0129
deposit,18,3365,295.7945
deposit,4,3366,11.0687
dispute,17,1983
withdrawal,16,3368,203.5407
resolve,13,2641
deposit,20,3370,80.9297
deposit,9,3371,463.0099
deposit,2,3372,30.4250
deposit,20,3373,340.5348
withdrawal,17,3374,13.8417
deposit,1,3375,21.5519
deposit,17,3376,370.5456
resolve,12,3129
deposit,15,3378,392.6563
withdrawal,12,3379,162.6222
deposit,4,3380,29.8155
resolve,13,672
deposit,3,3382,10.8291
deposit,11,3383,40.2618
deposit,14,3384,208.0972
resolve,10,1187
resolve,8,1531
withdrawal,14,3387,47.3148
resolve,6,785
dispute,16,2824
deposit,11,3390,13.7884
withdrawal,14,3391,9.4879
dispute,13,358
deposit,11,3393,414.1412
deposit,5,3394,11.5185
resolve,16,2824
deposit,1,3396,6.6810
resolve,18,3235
deposit,16,3398,29.9204
withdrawal,11,3399,374.5729
dispute,18,1546
dispute,20,1507
deposit,14,3402,545.4651
deposit,1,3403,47.7414
deposit,18,3404,16.9047
withdrawal,10,3405,332.5547
deposit,8,3406,483.6779
deposit,13,3407,294.7284
withdrawal,19,3408,148.4325
deposit,20,3409,495.5825
dispute,9,1141
deposit,17,3411,179.7567
deposit,11,3412,368.1342
deposit,8,3413,177.4533
deposit,13,3414,367.1104
deposit,13,3415,343.8251
dispute,15,1012
deposit,19,3417,290.4661
withdrawal,19,3418,224.2263
dispute,13,1768
withdrawal,17,3420,260.9568
deposit,12,3421,557.3255
deposit,5,3422,35.2616
deposit,12,3423,455.0180
deposit,1,3424,11.6792
deposit,18,3425,156.2835
deposit,3,3426,38.4301
withdrawal,9,3427,117.3619
deposit,6,3428,157.7645
dispute,14,112
withdrawal,17,3430,372.7081
deposit,1,3431,39.2578
dispute,17,2193
deposit,8,3433,362.8387
deposit,17,3434,530.1223
dispute,10,630
resolve,6,2731
deposit,15,3437,500.3004
dispute,20,901
withdrawal,20,3439,51.4378
deposit,2,3440,42.2975
deposit,12,3441,164.8036
deposit,11,3442,140.5677
dispute,6,1418
resolve,9,178
dispute,19,906
deposit,9,3446,511.6266
dispute,6,919
dispute,14,2008
withdrawal,9,3449,113.8626
dispute,10,202
withdrawal,9,3451,205.5953
dispute,16,608
withdrawal,19,3453,43.0855
deposit,10,3454,444.9782
deposit,4,3455,21.0302
deposit,2,3456,43.4502
withdrawal,8,3457,212.7758
deposit,15,3458,262.7800
dispute,6,771
withdrawal,16,3460,118.9682
deposit,17,3461,568.4989
deposit,12,3462,320.5192
dispute,11,2608
dispute,18,2836
withdrawal,10,3465,273.1101
deposit,13,3466,536.2304
deposit,9,3467,599.2745
withdrawal,6,3468,384.7168
deposit,3,3469,31.0092
deposit,5,3470,46.5494
withdrawal,18,3471,21.8886
dispute,13,1091
deposit,20,3473,37.4289
withdrawal,12,3474,388.9755
deposit,19,3475,276.4765
withdrawal,8,3476,147.8990
deposit,7,3477,375.0569
deposit,1,3478,2.7513
withdrawal,6,3479,204.0658
dispute,17,3119
dispute,14,2640
dispute,14,3296
dispute,7,539
deposit,5,3484,20.5664
resolve,18,2836
dispute,13,470
deposit,4,3487,40.7627
deposit,8,3488,392.8993
deposit,17,3489,497.5949
resolve,7,396
dispute,10,1260
deposit,20,3492,134.3349
resolve,9,1141
dispute,12,3421
deposit,15,3495,355.3101
withdrawal,10,3496,344.0503
deposit,4,3497,23.6662
dispute,7,1487
deposit,12,3499,527.6872
deposit,1,3500,13.7857
withdrawal,7,3501,54.2679
withdrawal,18,3502,363.4229
deposit,16,3503,521.2322
deposit,20,3504,336.4770
deposit,15,3505,489.3882
withdrawal,16,3506,262.6338
deposit,8,3507,233.8466
resolve,6,1418
dispute,16,729
deposit,3,3510,4.0173
deposit,4,3511,6.5410
withdrawal,10,3512,25.6887
dispute,20,2029
deposit,16,3514,358.3356
deposit,2,3515,13.1084
withdrawal,8,3516,80.4011
withdrawal,13,3517,27.8543
deposit,2,3518,38.8180
deposit,13,3519,160.3531
resolve,15,1012
deposit,14,3521,591.3023
deposit,5,3522,38.9607
resolve,11,2608
deposit,13,3524,219.7880
deposit,12,3525,553.8870
resolve,7,539
deposit,16,3527,90.4542
deposit,11,3528,534.6592
deposit,4,3529,41.6872
deposit,4,3530,2.5394
withdrawal,12,3531,215.9421
withdrawal,10,3532,55.1197
withdrawal,6,3533,208.8833
deposit,19,3534,127.6899
withdrawal,12,3535,358.5797
dispute,11,1041
withdrawal,16,3537,253.4285
deposit,7,3538,24.1825
dispute,14,1893
resolve,16,608
deposit,14,3541,243.6400
resolve,11,1041
dispute,10,701
deposit,8,3544,317.8491
deposit,2,3545,47.8357
deposit,2,3546,30.7200
deposit,2,3547,27.5603
withdrawal,6,3548,135.6634
deposit,3,3549,47.4520
deposit,7,3550,551.7759
withdrawal,9,3551,223.5026
deposit,16,3552,281.1884
withdrawal,18,3553,145.6859
resolve,15,2286
deposit,4,3555,46.3069
deposit,3,3556,22.2008
withdrawal,19,3557,287.3033
deposit,11,3558,223.0983
dispute,17,722
withdrawal,15,3560,42.8693
withdrawal,7,3561,165.2463
deposit,1,3562,31.2908
deposit,5,3563,28.3079
withdrawal,15,3564,347.8068
withdrawal,15,3565,51.0944
deposit,7,3566,441.6820
resolve,12,3421
deposit,2,3568,29.8388
deposit,15,3569,330.7609
withdrawal,19,3570,354.3283
deposit,7,3571,142.2051
withdrawal,11,3572,389.6026
resolve,10,630
deposit,15,3574,179.3787
dispute,15,208
withdrawal,14,3576,354.7871
dispute,20,2624
deposit,2,3578,24.2735
deposit,17,3579,188.6509
deposit,15,3580,592.2310
deposit,1,3581,30.1035
deposit,11,3582,113.5167
resolve,17,722
deposit,15,3584,517.5165
deposit,9,3585,158.0701
resolve,19,906
deposit,19,3587,404.7381
deposit,10,3588,594.4846
withdrawal,16,3589,345.0168
deposit,5,3590,33.3193
deposit,1,3591,14.7809
resolve,17,2193
resolve,16,729
deposit,2,3594,34.6323
deposit,16,3595,480.0539
deposit,3,3596,42.7491
deposit,4,3597,36.2974
withdrawal,6,3598,72.9456
withdrawal,6,3599,115.1506
deposit,4,3600,23.4154
withdrawal,18,3601,274.8042
dispute,10,896
deposit,2,3603,22.2297
deposit,15,3604,96.8714
withdrawal,12,3605,296.8076
deposit,2,3606,13.1043
deposit,11,3607,402.7067
deposit,6,3608,573.9593
deposit,3,3609,18.5472
deposit,11,3610,194.0340
resolve,20,2837
deposit,3,3612,19.1861
resolve,10,1260
deposit,19,3614,287.1837
deposit,16,3615,359.7591
deposit,12,3616,484.3606
dispute,11,2788
deposit,2,3618,35.1004
withdrawal,19,3619,215.0130
withdrawal,9,3620,216.9746
deposit,4,3621,11.8403
dispute,11,3247
deposit,14,3623,599.4120
deposit,6,3624,347.6919
deposit,2,3625,32.6760
deposit,13,3626,91.1025
deposit,14,3627,233.7348
resolve,7,7
deposit,2,3629,18.3177
deposit,3,3630,41.2409
withdrawal,10,3631,132.6128
deposit,13,3632,191.0397
resolve,18,1546
deposit,17,3634,320.9779
deposit,7,3635,270.5827
deposit,14,3636,277.1735
deposit,7,3637,299.4421
deposit,18,3638,385.4436
dispute,13,3086
deposit,2,3640,33.4130
dispute,12,3129
resolve,17,1983
deposit,3,3643,24.5102
deposit,20,3644,341.9332
deposit,15,3645,370.3326
resolve,12,3129
withdrawal,14,3647,258.7883
deposit,2,3648,36.8142
deposit,19,3649,457.3490
deposit,3,3650,37.0487
deposit,11,3651,386.4592
deposit,19,3652,167.4693
dispute,6,2569
deposit,1,3654,46.1081
withdrawal,6,3655,308.9546
deposit,12,3656,512.9339
withdrawal,7,3657,385.1511
deposit,9,3658,411.4314
resolve,17,3119
deposit,7,3660,579.9392
deposit,7,3661,373.2718
resolve,7,783
deposit,13,3663,339.1581
deposit,4,3664,42.5470
withdrawal,14,3665,390.8062
resolve,18,2609
deposit,10,3667,118.9926
deposit,16,3668,257.4182
deposit,16,3669,368.1929
deposit,19,3670,84.3766
deposit,12,3671,81.3842
deposit,3,3672,13.4984
withdrawal,6,3673,356.7651
dispute,8,2674
deposit,3,3675,25.6991
resolve,9,1451
deposit,13,3677,491.3129
deposit,8,3678,598.2110
deposit,6,3679,563.4327
deposit,4,3680,14.2162
withdrawal,7,3681,115.9356
withdrawal,9,3682,165.3609
deposit,5,3683,37.7936
deposit,9,3684,210.1998
resolve,6,2569
dispute,16,16
withdrawal,16,3687,383.0851
deposit,5,3688,7.7188
resolve,20,297
deposit,11,3690,138.9949
dispute,16,2805
deposit,9,3692,453.1259
resolve,13,1768
resolve,18,2976
deposit,11,3695,579.6606
deposit,17,3696,106.5417
resolve,10,202
dispute,11,1508
dispute,17,3277
resolve,16,1258
deposit,5,3701,34.9067
dispute,10,2875
deposit,1,3703,3.2802
deposit,12,3704,597.8541
deposit,7,3705,504.2999
withdrawal,12,3706,296.8023
dispute,14,101
deposit,9,3708,350.0346
deposit,1,3709,27.9603
deposit,9,3710,96.4092
withdrawal,13,3711,145.9751
deposit,17,3712,395.6537
deposit,3,3713,35.1373
deposit,4,3714,25.7841
deposit,14,3715,31.7621
deposit,3,3716,15.0448
dispute,15,3458
withdrawal,12,3718,181.3906
deposit,3,3719,37.4273
dispute,10,2034
resolve,10,2875
deposit,15,3722,30.2119
deposit,14,3723,582.0451
deposit,2,3724,16.2532
deposit,19,3725,135.5279
withdrawal,8,3726,288.5195
deposit,9,3727,149.4288
deposit,5,3728,13.6870
dispute,11,2378
deposit,1,3730,49.2536
dispute,12,965
dispute,18,838
deposit,19,3733,63.7953
deposit,9,3734,221.8472
deposit,12,3735,585.6675
deposit,16,3736,13.9241
deposit,13,3737,91.0271
dispute,6,785
resolve,15,3458
deposit,14,3740,346.6185
resolve,13,1091
resolve,11,2788
deposit,3,3743,14.5365
deposit,4,3744,28.9474
deposit,4,3745,3.5516
dispute,17,17
deposit,13,3747,271.7879
deposit,12,3748,345.7405
deposit,5,3749,34.2448
withdrawal,8,3750,270.8398
deposit,2,3751,22.5131
withdrawal,9,3752,235.7884
withdrawal,9,3753,117.2794
dispute,13,2735
resolve,18,838
deposit,5,3756,8.5700
resolve,11,1508
dispute,16,1940
deposit,15,3759,65.5480
resolve,7,1487
deposit,2,3761,44.9425
withdrawal,7,3762,174.4470
withdrawal,7,3763,356.5371
deposit,2,3764,20.8246
deposit,3,3765,40.9779
deposit,13,3766,397.3352
deposit,1,3767,1.2375
deposit,16,3768,43.8021
deposit,19,3769,501.9401
deposit,3,3770,16.3675
deposit,3,3771,49.7769
deposit,13,3772,367.0057
deposit,1,3773,9.8144
deposit,4,3774,31.9699
resolve,15,208
dispute,11,54
withdrawal,14,3777,344.7043
deposit,15,3778,18.4655
withdrawal,19,3779,343.1397
resolve,8,2674
deposit,10,3781,486.3241
withdrawal,12,3782,70.3729
deposit,2,3783,24.7039
deposit,16,3784,491.6142
withdrawal,9,3785,375.2526
deposit,15,3786,235.0118
deposit,1,3787,39.0307
resolve,13,3086
resolve,20,1507
resolve,14,2640
deposit,13,3791,350.7384
withdrawal,10,3792,192.7760
deposit,2,3793,26.1528
deposit,6,3794,28.7508
withdrawal,10,3795,336.6101
deposit,18,3796,583.3867
deposit,8,3797,149.0059
withdrawal,17,3798,346.3183
deposit,2,3799,45.0590
dispute,17,2092
deposit,18,3801,396.9143
resolve,12,965
deposit,20,3803,288.2563
deposit,5,3804,32.7199
deposit,4,3805,38.4565
deposit,14,3806,140.2269
deposit,1,3807,37.2203
dispute,12,2699
resolve,16,2805
deposit,14,3810,242.9307
dispute,7,2036
withdrawal,19,3812,32.2370
deposit,12,3813,75.1437
deposit,5,3814,8.8089
deposit,18,3815,341.1000
resolve,20,901
deposit,19,3817,429.1333
deposit,16,3818,305.6848
deposit,4,3819,24.5904
deposit,13,3820,506.5789
deposit,9,3821,469.7797
deposit,8,3822,429.1046
resolve,7,2036
deposit,15,3824,138.3895
deposit,18,3825,398.6721
resolve,6,919
resolve,17,3277
deposit,2,3828,46.8239
dispute,17,1547
dispute,19,364
deposit,17,3831,116.7848
deposit,15,3832,72.9671
deposit,2,3833,32.3935
dispute,18,725
deposit,10,3835,335.8397
dispute,18,927
withdrawal,16,3837,50.0919
withdrawal,17,3838,306.4641
deposit,19,3839,137.8507
dispute,7,1204
deposit,4,3841,31.0420
resolve,18,927
withdrawal,7,3843,38.7087
withdrawal,15,3844,376.1190
resolve,6,785
deposit,2,3846,22.7140
dispute,15,3505
deposit,4,3848,3.3408
deposit,17,3849,82.0610
deposit,7,3850,356.0971
deposit,7,3851,526.3741
deposit,1,3852,34.4436
deposit,6,3853,537.2993
dispute,20,3180
deposit,11,3855,587.4151
withdrawal,19,3856,181.6219
dispute,11,1585
deposit,2,3858,28.9931
withdrawal,15,3859,165.5981
deposit,4,3860,27.6638
withdrawal,8,3861,123.9116
withdrawal,14,3862,305.6031
resolve,16,16
deposit,9,3864,422.6537
deposit,9,3865,594.3823
dispute,19,1027
withdrawal,16,3867,199.4557
deposit,8,3868,526.6414
resolve,13,2735
deposit,19,3870,299.3259
dispute,20,3265
deposit,20,3872,414.7227
deposit,5,3873,23.3345
deposit,1,3874,3.3850
resolve,12,2699
dispute,6,242
withdrawal,9,3877,65.8332
deposit,9,3878,128.2149
dispute,8,947
deposit,3,3880,43.9430
deposit,7,3881,512.7983
deposit,13,3882,159.3897
resolve,15,3505
resolve,13,962
withdrawal,11,3885,8.5749
dispute,16,3552
dispute,9,2438
deposit,19,3888,349.7409
withdrawal,18,3889,145.8124
deposit,13,3890,196.2428
resolve,20,3265
deposit,15,3892,598.0086
dispute,11,1421
deposit,7,3894,224.8640
deposit,2,3895,31.5462
deposit,17,3896,148.7319
deposit,3,3897,46.2161
resolve,9,2438
deposit,3,3899,44.5274
dispute,18,2836
deposit,8,3901,298.1857
deposit,2,3902,22.6715
withdrawal,20,3903,111.1971
deposit,5,3904,36.7154
deposit,5,3905,12.8478
deposit,18,3906,11.2865
resolve,16,3552
dispute,11,1041
dispute,6,380
deposit,20,3910,363.5780
deposit,18,3911,472.0577
deposit,3,3912,16.9407
deposit,1,3913,11.9926
deposit,6,3914,588.5297
deposit,13,3915,68.2646
deposit,12,3916,230.8379
deposit,17,3917,495.4257
deposit,1,3918,40.2969
resolve,20,2029
deposit,4,3920,27.7848
dispute,13,3060
deposit,1,3922,49.7209
dispute,16,2284
resolve,17,17
deposit,19,3925,162.8623
deposit,9,3926,305.1503
deposit,3,3927,25.6670
resolve,8,947
deposit,5,3929,10.8432
deposit,1,3930,26.4924
withdrawal,6,3931,167.8355
deposit,4,3932,33.4242
dispute,15,3824
deposit,5,3934,40.7368
deposit,5,3935,46.1942
deposit,13,3936,12.9533
deposit,11,3937,146.4536
deposit,14,3938,461.2669
deposit,2,3939,9.5748
deposit,2,3940,20.1943
dispute,13,3043
withdrawal,7,3942,177.3333
withdrawal,19,3943,66.3273
deposit,4,3944,40.4384
deposit,4,3945,22.4316
deposit,8,3946,593.8377
deposit,16,3947,160.5966
deposit,4,3948,33.4497
deposit,10,3949,503.3122
dispute,18,2285
deposit,12,3951,130.3969
deposit,15,3952,527.8224
deposit,3,3953,23.5613
withdrawal,18,3954,226.9397
deposit,4,3955,31.0640
deposit,5,3956,27.4882
deposit,4,3957,48.1292
deposit,15,3958,46.3939
deposit,3,3959,16.3929
deposit,11,3960,542.1355
deposit,7,3961,499.0481
deposit,4,3962,42.3532
deposit,20,3963,55.8905
deposit,9,3964,504.6777
deposit,15,3965,559.1696
dispute,9,1668
deposit,20,3967,177.5677
dispute,18,927
deposit,4,3969,30.8029
deposit,3,3970,13.2976
deposit,3,3971,48.1300
deposit,8,3972,26.3943
withdrawal,19,3973,320.1488
dispute,14,1760
deposit,15,3975,304.7466
resolve,10,896
withdrawal,14,3977,359.6665
deposit,5,3978,29.6046
dispute,8,1100
deposit,4,3980,9.6344
dispute,20,2596
deposit,3,3982,40.7780
deposit,10,3983,174.4154
resolve,8,1100
resolve,9,1668
deposit,3,3986,11.9581
deposit,6,3987,109.8029
withdrawal,19,3988,43.4491
deposit,10,3989,253.8597
withdrawal,9,3990,21.0385
dispute,11,687
deposit,8,3992,223.9237
resolve,14,1760
resolve,14,1893
resolve,13,470
deposit,5,3996,4.2770
dispute,13,3233
deposit,5,3998,8.6613
withdrawal,6,3999,267.8388
deposit,9,4000,158.6263
resolve,14,3296
resolve,10,701
resolve,13,3043
resolve,18,927
deposit,4,4005,30.8860
deposit,3,4006,6.3168
withdrawal,10,4007,247.8972
deposit,13,4008,437.5899
dispute,14,2640
deposit,5,4010,24.8886
deposit,20,4011,255.5174
deposit,10,4012,505.7305
withdrawal,9,4013,383.1506
deposit,18,4014,315.0429
deposit,19,4015,563.7784
deposit,2,4016,27.7802
dispute,6,2481
deposit,19,4018,383.0524
resolve,20,3180
deposit,2,4020,43.4977
withdrawal,19,4021,121.6213
deposit,2,4022,8.2167
deposit,13,4023,239.2780
resolve,10,2034
deposit,1,4025,24.4787
deposit,2,4026,45.7967
deposit,4,4027,30.9575
dispute,19,2783
dispute,13,1872
deposit,2,4030,8.0806
deposit,9,4031,365.4046
deposit,20,4032,520.1156
deposit,18,4033,574.0414
deposit,5,4034,35.6996
deposit,12,4035,354.3081
deposit,12,4036,547.8775
withdrawal,17,4037,251.5608
deposit,3,4038,29.7614
resolve,11,1421
deposit,2,4040,6.2165
deposit,4,4041,41.1133
deposit,4,4042,22.7171
dispute,18,2960
deposit,7,4044,535.7273
resolve,6,771
dispute,17,2401
dispute,18,3195
withdrawal,19,4048,62.0728
withdrawal,9,4049,274.8625
dispute,14,3541
dispute,10,1187
dispute,17,2946
deposit,3,4053,29.9779
deposit,5,4054,23.1956
resolve,16,2284
resolve,7,1204
dispute,10,1337
resolve,11,54
deposit,5,4059,7.0494
dispute,7,223
dispute,9,1718
resolve,10,1994
withdrawal,7,4063,154.9824
withdrawal,10,4064,134.4864
deposit,10,4065,179.1234
deposit,7,4066,401.7235
deposit,4,4067,16.8051
deposit,3,4068,31.4635
resolve,10,1337
resolve,7,223
deposit,7,4071,314.2842
withdrawal,12,4072,399.7268
resolve,16,1940
deposit,3,4074,35.8539
resolve,6,2481
withdrawal,19,4076,343.0674
deposit,9,4077,332.8159
withdrawal,14,4078,374.6136
withdrawal,12,4079,133.1162
deposit,3,4080,37.8853
deposit,7,4081,480.1779
withdrawal,11,4082,398.3748
deposit,17,4083,78.1314
deposit,12,4084,44.5732
deposit,19,4085,520.4323
resolve,14,112
deposit,5,4087,8.8190
deposit,5,4088,22.1595
deposit,8,4089,446.9664
dispute,10,896
deposit,3,4091,25.9242
deposit,5,4092,25.8912
deposit,18,4093,529.0379
withdrawal,16,4094,375.8287
deposit,5,4095,17.0282
deposit,14,4096,391.4465
withdrawal,10,4097,265.7943
withdrawal,9,4098,368.3288
deposit,9,4099,78.4739
deposit,3,4100,47.7350
deposit,10,4101,420.5069
deposit,6,4102,569.6607
deposit,3,4103,12.1155
deposit,3,4104,1.3278
deposit,12,4105,152.2294
dispute,11,1844
deposit,6,4107,185.1357
deposit,17,4108,330.3305
withdrawal,19,4109,122.1244
deposit,1,4110,12.8977
deposit,5,4111,15.9063
withdrawal,7,4112,97.3795
withdrawal,14,4113,102.1178
deposit,2,4114,40.5846
deposit,20,4115,598.4029
resolve,18,3195
deposit,9,4117,492.3700
deposit,4,4118,26.8595
resolve,13,358
withdrawal,17,4120,41.3745
resolve,17,2092
deposit,1,4122,5.3495
dispute,20,3265
resolve,14,3541
deposit,2,4125,7.8138
deposit,20,4126,39.6696
deposit,18,4127,254.5523
deposit,4,4128,19.1085
deposit,17,4129,490.2178
deposit,12,4130,126.7450
withdrawal,14,4131,247.8004
withdrawal,18,4132,90.7956
deposit,2,4133,20.6922
dispute,8,179
deposit,11,4135,107.1925
deposit,1,4136,26.5803
withdrawal,6,4137,81.3576
withdrawal,9,4138,239.5926
deposit,12,4139,566.1131
resolve,11,2378
withdrawal,14,4141,325.4162
deposit,3,4142,40.1966
deposit,6,4143,593.4778
resolve,15,3824
dispute,10,2156
deposit,15,4146,306.1173
deposit,6,4147,397.9125
withdrawal,16,4148,64.0916
deposit,17,4149,115.3674
deposit,4,4150,33.5870
deposit,3,4151,19.5632
resolve,14,2008
deposit,2,4153,19.5663
deposit,1,4154,9.8384
deposit,2,4155,42.1518
deposit,5,4156,25.5659
deposit,20,4157,355.4296
resolve,19,1027
deposit,6,4159,593.1814
deposit,13,4160,74.6389
deposit,11,4161,421.5804
deposit,12,4162,332.3924
withdrawal,20,4163,259.2904
deposit,3,4164,28.5820
resolve,6,242
resolve,18,2285
dispute,13,3772
deposit,1,4168,11.0830
deposit,4,4169,39.4982
deposit,5,4170,6.3877
dispute,7,1147
withdrawal,8,4172,157.9233
withdrawal,17,4173,56.8641
withdrawal,15,4174,173.8264
deposit,8,4175,141.5779
deposit,3,4176,47.2752
deposit,3,4177,28.3941
deposit,14,4178,393.0224
deposit,1,4179,28.8057
withdrawal,11,4180,118.8422
deposit,4,4181,33.5155
deposit,3,4182,16.6974
dispute,12,943
resolve,18,2836
deposit,18,4185,401.3156
deposit,17,4186,34.1343
withdrawal,19,4187,161.8375
deposit,3,4188,47.8832
deposit,5,4189,19.3307
withdrawal,11,4190,216.3506
deposit,3,4191,3.7029
deposit,7,4192,329.0522
deposit,1,4193,29.5380
withdrawal,13,4194,183.4050
deposit,3,4195,40.3639
deposit,12,4196,441.6639
deposit,4,4197,24.7187
deposit,20,4198,474.4329
deposit,16,4199,506.5383
deposit,11,4200,12.3389
withdrawal,6,4201,135.8533
resolve,12,943
withdrawal,15,4203,151.1645
resolve,8,179
deposit,13,4205,132.4891
deposit,1,4206,48.1278
dispute,19,3534
withdrawal,14,4208,264.0934
deposit,1,4209,36.7507
deposit,11,4210,77.1274
deposit,5,4211,8.9111
deposit,9,4212,255.6365
deposit,4,4213,49.3673
deposit,18,4214,104.5167
deposit,12,4215,596.6155
dispute,11,322
deposit,4,4217,36.1750
deposit,19,4218,527.7454
deposit,2,4219,15.5200
deposit,4,4220,17.7526
deposit,14,4221,262.6467
dispute,16,2757
deposit,17,4223,11.3173
resolve,13,3772
deposit,3,4225,44.9556
deposit,4,4226,31.6232
dispute,18,845
resolve,20,2624
deposit,4,4229,27.7246
deposit,7,4230,503.7847
deposit,4,4231,28.7894
deposit,15,4232,179.5866
deposit,10,4233,179.0297
deposit,2,4234,26.1834
dispute,6,272
dispute,6,157
dispute,9,2807
resolve,9,2807
withdrawal,20,4239,276.2159
deposit,5,4240,3.8323
deposit,8,4241,540.0926
deposit,20,4242,507.0496
deposit,5,4243,5.7028
resolve,14,2640
deposit,15,4245,281.6093
withdrawal,8,4246,373.6758
deposit,9,4247,154.2156
deposit,4,4248,17.9732
deposit,13,4249,328.4749
deposit,8,4250,198.1523
deposit,4,4251,17.9912
withdrawal,10,4252,107.4600
withdrawal,19,4253,349.5254
deposit,4,4254,19.6495
deposit,5,4255,20.2283
withdrawal,14,4256,172.8330
deposit,14,4257,177.1950
dispute,9,3821
resolve,10,1187
dispute,6,3914
dispute,10,4233
deposit,17,4262,589.5470
deposit,5,4263,30.0461
deposit,2,4264,1.7160
deposit,3,4265,19.2531
deposit,2,4266,26.6862
deposit,4,4267,18.2738
deposit,1,4268,10.9200
deposit,16,4269,78.9902
deposit,8,4270,405.7763
withdrawal,12,4271,395.9424
withdrawal,20,4272,61.7870
withdrawal,9,4273,64.7384
deposit,16,4274,563.4369
resolve,18,725
withdrawal,10,4276,71.9510
dispute,6,2344
resolve,14,101
deposit,1,4279,1.7078
deposit,2,4280,39.3003
deposit,12,4281,368.5264
resolve,19,3534
deposit,4,4283,38.5278
deposit,10,4284,311.0205
deposit,4,4285,47.5154
resolve,17,2946
deposit,1,4287,34.1997
deposit,6,4288,37.0760
dispute,13,4205
deposit,12,4290,205.3369
deposit,3,4291,7.4286
dispute,20,2420
resolve,11,1585
deposit,11,4294,483.4442
deposit,3,4295,43.1662
deposit,11,4296,515.0225
deposit,4,4297,13.1772
resolve,13,1872
deposit,9,4299,202.4755
deposit,8,4300,485.2965
dispute,13,87
resolve,10,896
withdrawal,17,4303,346.8162
deposit,3,4304,31.5980
withdrawal,14,4305,136.1555
deposit,13,4306,313.5627
deposit,1,4307,49.4574
withdrawal,14,4308,90.7963
resolve,16,2757
deposit,18,4310,390.9272
deposit,2,4311,1.9179
deposit,8,4312,340.6129
dispute,8,3321
withdrawal,14,4314,116.0320
deposit,19,4315,400.1523
dispute,16,2757
deposit,2,4317,24.3473
deposit,2,4318,17.9632
dispute,11,3304
resolve,7,1147
withdrawal,7,4321,326.5779
withdrawal,8,4322,328.0735
deposit,5,4323,15.6932
withdrawal,14,4324,73.7528
resolve,11,322
deposit,1,4326,37.1956
dispute,16,319
deposit,7,4328,198.0058
withdrawal,6,4329,139.0235
deposit,19,4330,227.5808
deposit,2,4331,19.1737
deposit,1,4332,23.1163
withdrawal,19,4333,80.4808
withdrawal,6,4334,224.7179
withdrawal,8,4335,297.2521
deposit,13,4336,56.0893
resolve,8,3321
resolve,17,2401
dispute,19,2768
resolve,6,157
deposit,7,4341,487.5161
deposit,19,4342,304.8056
deposit,6,4343,277.9978
withdrawal,19,4344,296.6109
dispute,12,3951
deposit,3,4346,23.5809
deposit,1,4347,28.4694
withdrawal,15,4348,367.0812
dispute,19,3733
withdrawal,14,4350,358.4806
deposit,10,4351,122.6763
deposit,3,4352,32.7695
deposit,3,4353,34.1313
withdrawal,18,4354,87.5165
withdrawal,14,4355,302.7744
deposit,19,4356,267.2790
withdrawal,15,4357,278.6534
deposit,4,4358,18.8501
withdrawal,14,4359,18.1818
dispute,16,3668
deposit,5,4361,44.1441
withdrawal,13,4362,219.6225
deposit,11,4363,592.7658
resolve,9,3821
deposit,5,4365,46.2036
resolve,18,2960
deposit,5,4367,12.1174
deposit,20,4368,445.7595
resolve,18,845
deposit,15,4370,72.0663
deposit,12,4371,284.8056
deposit,17,4372,58.1206
withdrawal,8,4373,217.7068
withdrawal,13,4374,359.5186
deposit,1,4375,10.5784
deposit,11,4376,352.2599
deposit,10,4377,176.8087
withdrawal,16,4378,326.7949
resolve,10,4233
withdrawal,12,4380,188.4944
deposit,11,4381,353.1165
deposit,20,4382,553.5990
dispute,18,3815
deposit,9,4384,359.6498
